path,label
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger110.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger111.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger112.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger113.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger114.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger115.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger116.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger117.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger118.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger119.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger120.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger121.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger122.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger123.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger124.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger125.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger126.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger127.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger128.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger129.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger130.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger131.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger132.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger133.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger134.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger135.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger136.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger137.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger138.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger139.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger140.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger141.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger142.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger143.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger144.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger145.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger146.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger147.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger148.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger149.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger150.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger151.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger152.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger153.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger154.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger155.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger156.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger157.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger158.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger159.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger160.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger161.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger162.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger163.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger164.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger165.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger166.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger167.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger168.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger169.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger170.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger171.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger172.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger173.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger174.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger175.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger176.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger177.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger178.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger179.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger180.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger181.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger182.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger183.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger184.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger185.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger186.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger187.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger188.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger189.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger190.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger191.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger192.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger193.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger194.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger195.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger196.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger197.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger198.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger199.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger200.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger201.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger202.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger203.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger204.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger205.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger206.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger207.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger208.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger209.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger210.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger211.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger212.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger213.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger214.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger215.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger216.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger217.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger218.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger219.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger220.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger221.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger222.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger223.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger224.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger225.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger226.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger227.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger228.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger229.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger230.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger231.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger232.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger233.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger234.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger235.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger236.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger237.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger238.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger239.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger240.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger241.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger242.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger243.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger244.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger245.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger246.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger247.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger248.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger249.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger250.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger251.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger252.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger253.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger254.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger255.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger256.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger257.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger258.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger259.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger260.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger261.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger262.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger263.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger264.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger265.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger266.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger267.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger268.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger269.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger270.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger271.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger272.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger273.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger274.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger275.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger276.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger277.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger278.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger279.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger280.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger281.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger282.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger283.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger284.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger285.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger286.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger287.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger288.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger289.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger290.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger291.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger292.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger293.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger294.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger295.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger296.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger297.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger298.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger299.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger300.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger301.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger302.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger303.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger304.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger305.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger306.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger307.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger308.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger309.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger310.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger311.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger312.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger313.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger314.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger315.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger316.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger317.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger318.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger319.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger320.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger321.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger322.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger323.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger324.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger325.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger326.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger327.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger328.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger329.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger330.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger331.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger332.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger333.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger334.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger335.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger336.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger337.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger338.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger339.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger340.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger341.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger342.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger343.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger344.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger345.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger346.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger347.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger348.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger349.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger350.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger351.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger352.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger353.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger354.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger355.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger356.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger357.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger358.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger359.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger360.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger361.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger362.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger363.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger364.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger365.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger366.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger367.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger368.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger369.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger370.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger371.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger372.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger373.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger374.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger375.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger376.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger377.wav,0
C:\Users\sagar\Desktop\summer_intern\datasets\anger\anger378.wav,0
